"0","S","190610001","11","高度急性期機能病棟０１","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ01","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100010","9","02","001","01","01","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０１","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610002","11","高度急性期機能病棟０２","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ02","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100020","9","02","001","01","02","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０２","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610003","11","高度急性期機能病棟０３","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ03","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100030","9","02","001","01","03","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０３","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610004","11","高度急性期機能病棟０４","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ04","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100040","9","02","001","01","04","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０４","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610005","11","高度急性期機能病棟０５","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ05","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100050","9","02","001","01","05","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０５","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610006","11","高度急性期機能病棟０６","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ06","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100060","9","02","001","01","06","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０６","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610007","11","高度急性期機能病棟０７","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ07","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100070","9","02","001","01","07","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０７","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610008","11","高度急性期機能病棟０８","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ08","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100080","9","02","001","01","08","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０８","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610009","11","高度急性期機能病棟０９","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ09","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100090","9","02","001","01","09","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟０９","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"0","S","190610010","11","高度急性期機能病棟１０","15","ｺｳﾄﾞｷｭｳｾｲｷｷﾉｳ10","0","0","","3","0.00","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","0","0","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","*","","20200401","99999999","999100100","9","02","001","01","10","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","高度急性期機能病棟１０","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
