"0","Y","610406079","7","ガスター散２％","09","ｶﾞｽﾀｰｻﾝ2%","33","1","ｇ","1","15.10","0","0","0","0","0","0","0","0","0","1","0","1","16.50","0","0","1","","20250401","99999999","2325003B2029","001425000","0","ガスター散２％","0","2325003B2ZZZ","【般】ファモチジン散２％","2","0","0","1"
"0","Y","610406193","4","テンマ末","05","ﾃﾝﾏﾏﾂ","33","1","ｇ","1","22.30","0","0","0","0","0","0","0","0","0","7","0","1","22.80","0","0","1","","20250401","99999999","5100133A1011","003813000","0","テンマ末","0","","","0","0","0","0"
"0","Y","610406227","8","花扇加工ブシ末Ｋ","15","ﾊﾅｵｳｷﾞｶｺｳﾌﾞｼﾏﾂK","33","1","ｇ","1","9.80","0","0","0","0","0","0","0","0","0","1","0","1","10.10","0","0","1","","20250401","99999999","5900001A1025","004442000","0","花扇加工ブシ末Ｋ","0","","","0","0","0","0"
"0","Y","610406231","13","バリトゲンＨＤ　９８．６％","09","ﾊﾞﾘﾄｹﾞﾝHD","33","1","ｇ","1","1.44","0","0","0","0","0","0","0","1","0","0","0","1","1.44","0","0","1","","20250401","99999999","7212029X1023","004490000","0","バリトゲンＨＤ","0","","","0","0","0","0"
"0","Y","610406232","11","バリトップＨＤ　９９％","09","ﾊﾞﾘﾄｯﾌﾟHD","33","1","ｇ","1","1.48","0","0","0","0","0","0","0","1","0","0","0","1","1.48","0","0","1","","20250401","99999999","7212022A1037","004492000","0","バリトップＨＤ","0","","","0","0","0","0"
"0","Y","610406378","11","ＭＳコンチン錠６０ｍｇ","14","MSｺﾝﾁﾝｼﾞｮｳ60MG","16","1","錠","1","1288.10","0","1","0","0","0","0","0","0","0","0","0","1","1288.10","0","0","1","","20250401","99999999","8114004G3020","001093000","0","ＭＳコンチン錠６０ｍｇ","0","","","0","0","0","0"
"0","Y","610406382","16","オステラック錠１００　１００ｍｇ","13","ｵｽﾃﾗｯｸｼﾞｮｳ100","16","1","錠","1","10.90","0","0","0","0","0","0","0","0","0","0","0","1","11.20","0","0","1","","20250401","99999999","1149032F1035","001289000","20260331","オステラック錠１００","0","1149032F1ZZZ","【般】エトドラク錠１００ｍｇ","2","0","0","1"
"0","Y","610406383","16","オステラック錠２００　２００ｍｇ","13","ｵｽﾃﾗｯｸｼﾞｮｳ200","16","1","錠","1","15.50","0","0","0","0","0","0","0","0","0","0","0","1","16.20","0","0","1","","20250401","99999999","1149032F2031","001290000","20260331","オステラック錠２００","0","1149032F2ZZZ","【般】エトドラク錠２００ｍｇ","2","0","0","1"
"0","Y","610406385","16","セロシオンカプセル１０　１０ｍｇ","12","ｾﾛｼｵﾝｶﾌﾟｾﾙ10","15","4","カプセル","1","136.50","0","0","0","0","0","0","0","0","0","0","0","1","136.50","0","0","1","","20250401","99999999","3919007M1021","002974000","0","セロシオンカプセル１０","0","","","0","0","0","0"
"0","Y","610406386","11","ゾビラックス顆粒４０％","15","ｿﾞﾋﾞﾗｯｸｽｶﾘｭｳ40%","33","1","ｇ","1","69.10","0","0","0","0","0","0","0","0","0","1","0","1","80.20","0","0","1","","20250401","99999999","6250002D1024","003044000","0","ゾビラックス顆粒４０％","0","6250002D1ZZZ","【般】アシクロビル顆粒４０％","2","0","0","1"
"0","Y","610406387","10","ハイペン錠１００ｍｇ","14","ﾊｲﾍﾟﾝｼﾞｮｳ100MG","16","1","錠","1","8.40","0","0","0","0","0","0","0","0","0","0","0","1","9.70","0","0","1","","20250401","99999999","1149032F1027","004395000","0","ハイペン錠１００ｍｇ","0","1149032F1ZZZ","【般】エトドラク錠１００ｍｇ","2","0","0","1"
"0","Y","610406388","10","ハイペン錠２００ｍｇ","14","ﾊｲﾍﾟﾝｼﾞｮｳ200MG","16","1","錠","1","12.30","0","0","0","0","0","0","0","0","0","0","0","1","14.20","0","0","1","","20250401","99999999","1149032F2023","004396000","0","ハイペン錠２００ｍｇ","0","1149032F2ZZZ","【般】エトドラク錠２００ｍｇ","2","0","0","1"
"0","Y","610406389","10","プロマック顆粒１５％","13","ﾌﾟﾛﾏｯｸｶﾘｭｳ15%","33","1","ｇ","1","30.00","0","0","0","0","0","0","0","0","0","1","0","1","33.60","0","0","1","","20250401","99999999","2329027D1028","005336000","0","プロマック顆粒１５％","0","2329027D1ZZZ","【般】ポラプレジンク顆粒１５％","2","0","0","1"
"0","Y","610406390","14","ベイスン錠０．２　０．２ｍｇ","12","ﾍﾞｲｽﾝｼﾞｮｳ0.2","16","1","錠","1","14.50","0","0","0","0","0","0","0","0","0","1","0","1","16.00","0","0","1","","20250401","99999999","3969004F1020","005357000","0","ベイスン錠０．２","0","3969004F1ZZZ","【般】ボグリボース錠０．２ｍｇ","2","0","0","1"
"0","Y","610406391","14","ベイスン錠０．３　０．３ｍｇ","12","ﾍﾞｲｽﾝｼﾞｮｳ0.3","16","1","錠","1","14.90","0","0","0","0","0","0","0","0","0","1","0","1","16.70","0","0","1","","20250401","99999999","3969004F2027","005358000","0","ベイスン錠０．３","0","3969004F2ZZZ","【般】ボグリボース錠０．３ｍｇ","2","0","0","1"
"0","Y","610406392","11","ペルマックス錠５０μｇ","18","ﾍﾟﾙﾏｯｸｽｼﾞｮｳ50ﾏｲｸﾛG","16","1","錠","1","20.30","0","0","0","0","0","0","0","0","0","0","0","1","23.90","0","0","1","","20250401","99999999","1169008F1026","005476000","0","ペルマックス錠５０μｇ","0","1169008F1ZZZ","【般】ペルゴリドメシル酸塩錠５０μｇ","2","0","0","1"
