"610406079","ガスター散２％"
"610406193","テンマ末"
"610406227","花扇加工ブシ末Ｋ"
"610406231","バリトゲンＨＤ　９８．６％"
"610406232","バリトップＨＤ　９９％"
"610406378","ＭＳコンチン錠６０ｍｇ"
"610406382","オステラック錠１００　１００ｍｇ"
"610406383","オステラック錠２００　２００ｍｇ"
"610406385","セロシオンカプセル１０　１０ｍｇ"
"610406386","ゾビラックス顆粒４０％"
"610406387","ハイペン錠１００ｍｇ"
"610406388","ハイペン錠２００ｍｇ"
"610406389","プロマック顆粒１５％"
"610406390","ベイスン錠０．２　０．２ｍｇ"
"610406391","ベイスン錠０．３　０．３ｍｇ"
"610406392","ペルマックス錠５０μｇ"
"610406393","ペルマックス錠２５０μｇ"
"610406394","メタライト２５０カプセル　２５０ｍｇ"
"610406398","ピメノールカプセル５０ｍｇ"
"610406399","ピメノールカプセル１００ｍｇ"
"610406401","アレギサール錠５ｍｇ"
"610406402","インフリーＳカプセル２００ｍｇ"
"610406406","ペミラストン錠５ｍｇ"
"610406407","ユニコン錠２００　２００ｍｇ"
"610406408","ユニコン錠４００　４００ｍｇ"
"610407001","アイピーディカプセル５０　５０ｍｇ"
"610407002","アイピーディカプセル１００　１００ｍｇ"
"610407003","スプレンジール錠２．５ｍｇ"
"610407004","スプレンジール錠５ｍｇ"
"610407005","デタントールＲ錠３ｍｇ"
"610407006","デタントールＲ錠６ｍｇ"
"610407019","カルバン錠２５　２５ｍｇ"
"610407020","カルバン錠５０　５０ｍｇ"
"610407021","カルバン錠１００　１００ｍｇ"
"610407022","フェアストン錠４０　４０ｍｇ"
"610407023","フェアストン錠６０　６０ｍｇ"
"610407025","エンシュア・Ｈ"
"610407028","ベザトールＳＲ錠１００ｍｇ"
"610407112","本草加工ブシ末"
"610407122","メチルテストステロン錠　１０ｍｇ"
"610407139","カイトリル錠１ｍｇ"
"610407140","ガナトン錠５０ｍｇ"
"610407141","グラケーカプセル１５ｍｇ"
"610407147","アテレック錠５　５ｍｇ"
"610407148","アテレック錠１０　１０ｍｇ"
"610407153","ブロニカ顆粒１０％"
"610407154","ブロニカ錠４０　４０ｍｇ"
"610407155","ブロニカ錠８０　８０ｍｇ"
"610407158","バレオン錠２００ｍｇ"
"610407332","トチモトのトチュウ"
"610407333","トチモトのバクガ（麦芽）"
"610407429","ボンゾール錠１００ｍｇ"
"610407430","ボンゾール錠２００ｍｇ"
"610407447","ムコダイン錠５００ｍｇ"
"610408002","ｌ−メントール「コザカイ・Ｍ」"
"610408026","ウチダのアセンヤク末Ｍ"
"610408027","ウチダのアマチャＭ"
"610408028","ウチダのアマチャ末Ｍ"
"610408029","ウチダのアロエ末Ｍ"
"610408030","ウチダのウイキョウＭ"
"610408031","ウチダのウワウルシＭ"
"610408032","ウチダのエイジツＭ"
"610408033","ウチダのエイジツ末Ｍ"
"610408034","ウチダのエンゴサクＭ"
"610408035","ウチダのオウレンＭ"
"610408036","ウチダのオウレン末Ｍ"
"610408037","ウチダのオウギＭ"
"610408038","ウチダのオウゴンＭ"
"610408039","ウチダのオウゴン末Ｍ"
"610408040","ウチダのオウバクＭ"
"610408041","ウチダのオウバク末Ｍ"
"610408042","ウチダのオンジＭ"
"610408043","ウチダのオンジ末Ｍ"
"610408044","ウチダのカッコンＭ"
"610408045","ウチダのカノコソウＭ"
"610408046","ウチダのカノコソウ末Ｍ"
"610408047","ウチダのカロコンＭ"
"610408048","ウチダのカンゾウＭ"
"610408050","ウチダのカンゾウ末Ｍ"
"610408051","ウチダのカゴソウＭ"
"610408052","ウチダのキョウニンＭ"
"610408053","ウチダのキキョウＭ"
"610408054","ウチダのキキョウ末Ｍ"
"610408055","ウチダのキササゲＭ"
"610408056","ウチダのキジツＭ"
"610408057","ウチダのクジンＭ"
"610408058","ウチダのクジン末Ｍ"
"610408059","ウチダのケイヒＭ"
"610408060","ウチダのケイヒ末Ｍ"
"610408061","ウチダのケイガイＭ"
"610408062","ウチダのケツメイシＭ"
"610408063","ウチダのケンゴシＭ"
"610408064","ウチダのコウカＭ"
"610408065","ウチダのコウジンＭ"
"610408066","ウチダのコウブシＭ"
"610408067","ウチダのコウブシ末Ｍ"
"610408068","ウチダのコウベイＭ"
"610408069","ウチダのコウボクＭ"
"610408070","ウチダのコウボク末Ｍ"
"610408071","ウチダのコロンボＭ"
"610408072","ウチダのコロンボ末Ｍ"
"610408073","ウチダのサイコＭ"
"610408074","ウチダのサイシンＭ"
"610408075","ウチダのサフランＭ"
"610408076","ウチダのサンキライＭ"
"610408077","ウチダのサンキライ末Ｍ"
"610408078","ウチダのサンシュユＭ"
"610408079","ウチダのサンショウＭ"
"610408080","ウチダのサンショウ末Ｍ"
"610408081","ウチダのサンシシＭ"
"610408082","ウチダのサンシシ末Ｍ"
"610408083","ウチダのサンヤクＭ"
"610408084","ウチダのシャクヤクＭ"
"610408085","ウチダのシャクヤク末Ｍ"
"610408086","ウチダのシャゼンシＭ"
"610408087","ウチダのシャゼンソウＭ"
"610408088","ウチダのシュクシャＭ"
"610408089","ウチダのシュクシャ末Ｍ"
"610408090","ウチダのショウキョウＭ"
"610408091","ウチダのショウキョウ末Ｍ"
"610408092","ウチダのショウマＭ"
"610408093","ウチダのショウズクＭ"
"610408094","ウチダのシコンＭ"
"610408095","ウチダのセッコウＭ"
"610408096","ウチダのセネガＭ"
"610408097","ウチダのセネガ末Ｍ"
"610408098","ウチダのセンキュウＭ"
"610408099","ウチダのセンキュウ末Ｍ"
"610408100","ウチダのセンコツＭ"
"610408101","ウチダのセンナＭ"
"610408102","ウチダのセンナ末Ｍ"
"610408103","ウチダのセンブリＭ"
"610408104","ウチダのセンブリ末Ｍ"
"610408105","ウチダのソウハクヒＭ"
"610408106","ウチダのソウジュツＭ"
"610408107","ウチダのソウジュツ末Ｍ"
"610408108","ウチダのソヨウＭ"
"610408109","ウチダのタイソウＭ"
"610408110","ウチダのタクシャＭ"
"610408111","ウチダのタクシャ末Ｍ"
"610408112","ウチダのチョウジＭ"
"610408113","ウチダのチョウジ末Ｍ"
"610408114","ウチダのチョレイＭ"
"610408115","ウチダのチクセツニンジンＭ"
"610408116","ウチダのチクセツニンジン末Ｍ"
"610408117","ウチダのチモＭ"
"610408118","ウチダのチンピＭ"
"610408119","ウチダのトウキＭ"
"610408120","ウチダのトウキ末Ｍ"
"610408121","ウチダのトウニンＭ"
"610408122","ウチダのトウヒＭ"
"610408123","ウチダのトウガラシＭ"
"610408124","ウチダのトウガラシ末Ｍ"
"610408125","ウチダのニンジンＭ"
"610408126","ウチダのニガキＭ"
"610408127","ウチダのニガキ末Ｍ"
"610408128","ウチダのハッカＭ"
"610408129","ウチダのハマボウフウＭ"
"610408130","ウチダのハンゲＭ"
"610408131","ウチダのマオウＭ"
"610408132","ウチダのモッコウＭ"
"610408133","ウチダのモクツウＭ"
"610408134","ウチダのヤクチＭ"
"610408135","ウチダのヨクイニンＭ"
"610408136","ウチダのヨクイニン末Ｍ"
"610408137","ウチダのリュウコツＭ"
"610408138","ウチダのリュウタンＭ"
"610408139","ウチダのリュウタン末Ｍ"
"610408140","ウチダのレンギョウＭ"
"610408141","ウチダのガジュツＭ"
"610408142","ウチダのゲンチアナＭ"
"610408143","ウチダのゲンチアナ末Ｍ"
"610408144","ウチダのゲンノショウコＭ"
"610408145","ウチダのゲンノショウコ末Ｍ"
"610408146","ウチダのゴシュユＭ"
"610408147","ウチダのゴシツＭ"
"610408148","ウチダのゴミシＭ"
"610408149","ウチダのジュウヤクＭ"
"610408150","ウチダのジオウＭ"
"610408151","ウチダのダイオウＭ"
"610408152","ウチダのダイオウ末Ｍ"
"610408153","ウチダのバクモンドウＭ"
"610408154","ウチダのビャクシＭ"
"610408155","ウチダのビャクジュツＭ"
"610408156","ウチダのビャクジュツ末Ｍ"
"610408157","ウチダのビンロウジＭ"
"610408158","ウチダのブクリョウＭ"
"610408159","ウチダのブクリョウ末Ｍ"
"610408161","ウチダのボウイＭ"
"610408162","ウチダのボウコンＭ"
"610408163","ウチダのボウフウＭ"
"610408164","ウチダのボタンピＭ"
"610408165","ウチダのボタンピ末Ｍ"
"610408166","ウチダのボレイＭ"
"610408167","ウチダのボレイ末Ｍ"
"610408264","タンニン酸アルブミン「三恵」"
"610408274","ツムラの生薬ウイキョウ"
"610408275","ツムラの生薬エンゴサク"
"610408276","ツムラの生薬オウレン"
"610408277","ツムラの生薬オウギ"
"610408278","ツムラの生薬オウゴン"
"610408279","ツムラの生薬オウバク"
"610408280","ツムラの生薬オンジ"
"610408281","ツムラの生薬カッコン"
"610408282","ツムラの生薬カロコン"
"610408283","ツムラの生薬カンゾウ"
"610408284","ツムラの生薬キョウニン"
"610408285","ツムラの生薬キキョウ"
"610408286","ツムラの生薬キジツ"
"610408287","ツムラの生薬クジン"
"610408288","ツムラの生薬ケイヒ"
"610408290","ツムラの生薬コウカ"
"610408291","ツムラの生薬コウブシ"
"610408292","ツムラの生薬コウボク"
"610408293","ツムラの生薬サイコ"
"610408294","ツムラの生薬サイシン"
"610408295","ツムラの生薬サンシュユ"
"610408296","ツムラの生薬サンショウ"
"610408297","ツムラの生薬サンシシ"
"610408298","ツムラの生薬サンヤク"
"610408299","ツムラの生薬シャクヤク"
"610408300","ツムラの生薬シャゼンシ"
"610408302","ツムラの生薬ショウキョウ"
"610408304","ツムラの生薬セッコウ"
"610408305","ツムラの生薬センキュウ"
"610408307","ツムラの生薬ソウハクヒ"
"610408308","ツムラの生薬ソウジュツ"
"610408309","ツムラの生薬ソヨウ"
"610408310","ツムラの生薬タイソウ"
"610408311","ツムラの生薬タクシャ"
"610408312","ツムラの生薬チョウジ"
"610408313","ツムラの生薬チョレイ"
"610408314","ツムラの生薬チモ"
"610408315","ツムラの生薬チンピ"
"610408316","ツムラの生薬トウキ"
"610408317","ツムラの生薬トウニン"
"610408318","ツムラの生薬ニンジン"
"610408319","ツムラの生薬ハッカ"
"610408320","ツムラの生薬ハンゲ"
"610408321","ツムラの生薬マオウ"
"610408323","ツムラの生薬モクツウ"
"610408324","ツムラの生薬ヨクイニン"
"610408325","ツムラの生薬リュウコツ"
"610408327","ツムラの生薬レンギョウ"
"610408328","ツムラの生薬ゴシュユ"
"610408329","ツムラの生薬ゴシツ"
"610408330","ツムラの生薬ゴミシ"
"610408331","ツムラの生薬ジオウ"
"610408332","ツムラの生薬ダイオウ"
"610408333","ツムラの生薬バクモンドウ"
"610408334","ツムラの生薬ビャクシ"
"610408335","ツムラの生薬ビャクジュツ"
"610408337","ツムラの生薬ブクリョウ"
"610408338","ツムラの生薬ボウイ"
"610408339","ツムラの生薬ボタンピ"
"610408340","ツムラの生薬ボレイ"
"610408352","トチモトのアキョウ"
"610408353","トチモトのアセンヤク末"
"610408354","トチモトのアマチャ"
"610408355","トチモトのアマチャ末"
"610408356","トチモトのアロエ末"
"610408358","トチモトのウイキョウ"
"610408359","トチモトのウワウルシ"
"610408360","トチモトのエイジツ"
"610408361","トチモトのエイジツ末"
"610408362","トチモトのエンゴサク"
"610408363","トチモトのオウレン"
"610408364","トチモトのオウレン末"
"610408365","トチモトのオウギ"
"610408366","トチモトのオウゴン"
"610408367","トチモトのオウゴン末"
"610408368","トチモトのオウバク"
"610408369","トチモトのオウバク末"
"610408370","トチモトのオンジ"
"610408371","トチモトのオンジ末"
"610408372","トチモトのカッコン"
"610408373","トチモトのカッセキ"
"610408374","トチモトのカノコソウ"
"610408375","トチモトのカノコソウ末"
"610408376","トチモトのカロコン"
"610408377","トチモトの乾姜"
"610408378","トチモトのカンテン末"
"610408379","トチモトのカンゾウ"
"610408380","トチモトのカンゾウ末"
"610408381","トチモトのカゴソウ"
"610408382","トチモトのキョウニン"
"610408383","トチモトのキキョウ"
"610408384","トチモトのキキョウ末"
"610408385","トチモトのキササゲ"
"610408386","トチモトのキジツ"
"610408387","トチモトのクジン"
"610408388","トチモトのクジン末"
"610408389","トチモトのケイヒ"
"610408390","トチモトのケイヒ末"
"610408391","トチモトのケイガイ"
"610408392","トチモトのケツメイシ"
"610408393","トチモトのケンゴシ"
"610408394","トチモトのコウカ"
"610408395","トチモトのコウジン"
"610408396","トチモトのコウブシ"
"610408397","トチモトのコウブシ末"
"610408398","トチモトのコウベイ"
"610408399","トチモトのコウボク"
"610408400","トチモトのコウボク末"
"610408401","トチモトのコロンボ"
"610408402","トチモトのコロンボ末"
"610408403","トチモトのコンズランゴ"
"610408404","トチモトのサイコ"
"610408405","トチモトのサイシン"
"610408406","トチモトのサフラン"
"610408407","トチモトのサンキライ"
